Employee ID,Performance Score,Current Employee Rating,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
2743,Fully Meets,4,20-Apr-23,Technical Skills,Internal,Failed,3,437.36
2744,Fully Meets,4,29-Oct-22,Technical Skills,External,Incomplete,5,955.17
2745,Fully Meets,5,12-Oct-22,Technical Skills,Internal,Failed,3,542.56
2746,Fully Meets,5,12-Feb-23,Project Management,External,Incomplete,5,399.23
2747,Fully Meets,4,15-Oct-22,Technical Skills,External,Failed,2,677.74
2748,Fully Meets,1,14-Jan-23,Project Management,External,Completed,2,301.42
2749,Fully Meets,5,19-Nov-22,Customer Service,External,Failed,5,149.65
2750,Fully Meets,4,27-Feb-23,Customer Service,Internal,Passed,1,462.45
2752,Fully Meets,4,06-Dec-22,Customer Service,Internal,Incomplete,5,450.64
2753,Fully Meets,4,18-Oct-22,Communication Skills,Internal,Completed,1,437.7
2754,Fully Meets,2,04-Apr-23,Project Management,Internal,Failed,1,823.08
2755,Fully Meets,2,21-Dec-22,Technical Skills,Internal,Completed,4,118.68
2756,Fully Meets,2,04-Apr-23,Communication Skills,External,Completed,5,120.79
2758,Fully Meets,2,17-May-23,Technical Skills,External,Incomplete,4,100.17
2759,Fully Meets,2,30-Jun-23,Project Management,Internal,Incomplete,1,662.8
2760,Fully Meets,2,03-May-23,Leadership Development,Internal,Completed,3,287.59
2761,Fully Meets,4,26-Nov-22,Project Management,External,Incomplete,4,653.32
2762,Fully Meets,4,26-Apr-23,Leadership Development,Internal,Failed,3,254.85
2763,Fully Meets,2,24-Nov-22,Technical Skills,External,Completed,4,430.35
2764,Fully Meets,2,14-Jun-23,Communication Skills,External,Incomplete,5,755.77
2765,Fully Meets,4,30-Mar-23,Customer Service,Internal,Incomplete,2,529.91
2766,Fully Meets,2,25-Mar-23,Technical Skills,External,Completed,1,440.14
2767,Fully Meets,2,21-Jan-23,Customer Service,Internal,Passed,2,972.3
2768,Fully Meets,2,24-Oct-22,Project Management,Internal,Incomplete,5,176.6
2769,Fully Meets,4,17-Jul-23,Project Management,Internal,Completed,1,747.74
2770,Fully Meets,5,07-Jul-23,Customer Service,External,Passed,5,451.03
2771,Fully Meets,5,11-Dec-22,Technical Skills,Internal,Incomplete,5,255.16
2772,Fully Meets,1,06-Feb-23,Leadership Development,Internal,Passed,5,258.08
2773,Fully Meets,2,02-Feb-23,Communication Skills,Internal,Completed,4,697.67
2774,Fully Meets,5,05-Aug-23,Communication Skills,Internal,Passed,5,694.23
2775,Fully Meets,2,05-Nov-22,Technical Skills,Internal,Incomplete,1,703.45
2776,Fully Meets,4,09-Jul-23,Leadership Development,External,Incomplete,1,134.44
2777,Fully Meets,5,25-Jul-23,Communication Skills,Internal,Failed,2,458.37
2778,Fully Meets,5,06-Oct-22,Project Management,External,Failed,5,594.73
2779,Fully Meets,2,13-Feb-23,Leadership Development,Internal,Completed,3,330.68
2780,Fully Meets,4,24-Dec-22,Communication Skills,Internal,Incomplete,3,625.69
2781,Fully Meets,4,12-Nov-22,Leadership Development,Internal,Completed,5,437.26
2782,Fully Meets,2,17-Oct-22,Leadership Development,Internal,Passed,2,134.99
2783,Fully Meets,1,20-May-23,Technical Skills,External,Incomplete,4,880.21
2784,Fully Meets,2,08-Sep-22,Customer Service,Internal,Completed,5,427.99
2785,Fully Meets,4,26-Nov-22,Technical Skills,Internal,Completed,1,925.68
2786,Fully Meets,1,16-Jun-23,Communication Skills,External,Incomplete,4,485.05
2787,Fully Meets,4,18-Apr-23,Technical Skills,External,Passed,5,720.07
2788,Fully Meets,1,21-Jan-23,Project Management,External,Incomplete,5,161.15
2789,Fully Meets,4,06-Jun-23,Project Management,Internal,Completed,4,899.17
2790,Fully Meets,4,20-Sep-22,Communication Skills,External,Incomplete,1,438.31
2791,Fully Meets,2,08-Apr-23,Communication Skills,Internal,Passed,3,903.18
2792,Fully Meets,1,21-May-23,Technical Skills,External,Passed,2,607.81
2793,Fully Meets,1,09-Oct-22,Project Management,External,Incomplete,1,774.44
2794,Fully Meets,5,10-Jan-23,Customer Service,Internal,Incomplete,3,644.38
2795,Fully Meets,4,30-Apr-23,Customer Service,Internal,Failed,4,457.74
2796,Fully Meets,1,19-Oct-22,Communication Skills,External,Incomplete,2,840.27
2797,Exceeds,1,18-Dec-22,Communication Skills,External,Failed,1,559.59
2798,Fully Meets,2,24-Apr-23,Leadership Development,External,Completed,1,840.65
2799,Fully Meets,2,28-Jul-23,Communication Skills,Internal,Incomplete,1,543.46
2800,Fully Meets,1,20-Dec-22,Customer Service,External,Incomplete,1,729.03
2801,Fully Meets,5,14-Jun-23,Leadership Development,External,Incomplete,4,449.65
2802,Fully Meets,4,21-Apr-23,Technical Skills,External,Passed,3,213.38
2803,Fully Meets,5,29-Jan-23,Leadership Development,Internal,Failed,4,106.21
2804,Fully Meets,4,26-Jan-23,Leadership Development,Internal,Completed,5,483.07
2805,Fully Meets,1,18-Jul-23,Project Management,Internal,Passed,2,515.31
2806,Fully Meets,2,27-May-23,Communication Skills,Internal,Incomplete,5,290.8
2807,Fully Meets,2,16-Apr-23,Customer Service,Internal,Passed,4,977.46
2808,Fully Meets,4,23-Sep-22,Communication Skills,External,Passed,5,105.41
2809,Fully Meets,2,21-Dec-22,Technical Skills,Internal,Failed,2,856.23
2810,Fully Meets,4,05-Apr-23,Technical Skills,Internal,Incomplete,3,964.33
2811,Fully Meets,2,04-Nov-22,Technical Skills,External,Completed,3,589.88
2812,Fully Meets,4,25-Nov-22,Leadership Development,External,Incomplete,4,663.36
2813,Fully Meets,1,20-Apr-23,Technical Skills,Internal,Completed,2,249.88
2814,Fully Meets,2,31-Jul-23,Leadership Development,Internal,Passed,2,809.89
2815,Fully Meets,4,10-May-23,Project Management,Internal,Completed,5,224.58
2816,Fully Meets,5,17-Mar-23,Project Management,External,Incomplete,3,251.78
2817,Fully Meets,4,13-Jan-23,Technical Skills,External,Failed,2,314.0
2818,Exceeds,2,27-Feb-23,Technical Skills,External,Completed,5,453.51
2819,Fully Meets,4,31-Jul-23,Leadership Development,Internal,Failed,2,595.4
2820,Fully Meets,2,23-Oct-22,Project Management,External,Completed,2,606.3
2821,Fully Meets,2,06-Mar-23,Technical Skills,Internal,Incomplete,5,841.22
2822,Fully Meets,4,18-Sep-22,Communication Skills,Internal,Failed,4,912.5
2823,Fully Meets,2,04-Sep-22,Communication Skills,External,Incomplete,2,196.27
2824,Fully Meets,5,07-Sep-22,Project Management,Internal,Incomplete,1,224.09
2825,Fully Meets,4,02-Nov-22,Technical Skills,External,Completed,2,363.8
2827,Fully Meets,4,07-Sep-22,Leadership Development,Internal,Incomplete,1,629.85
2828,Fully Meets,2,30-Jan-23,Communication Skills,Internal,Completed,3,915.92
2829,Fully Meets,2,26-Oct-22,Customer Service,External,Passed,3,487.27
2830,Fully Meets,1,06-Dec-22,Project Management,External,Completed,1,266.42
2831,Fully Meets,2,09-Feb-23,Communication Skills,External,Incomplete,1,277.22
2832,Fully Meets,5,23-Dec-22,Customer Service,Internal,Incomplete,1,545.87
2833,Fully Meets,2,24-Aug-22,Leadership Development,External,Incomplete,3,182.84
2834,Fully Meets,5,10-Jun-23,Technical Skills,External,Completed,4,149.67
2835,Fully Meets,5,22-Nov-22,Customer Service,Internal,Completed,4,939.72
2836,Fully Meets,2,18-May-23,Customer Service,External,Completed,5,410.04
2837,Fully Meets,4,08-Jun-23,Communication Skills,External,Incomplete,1,945.59
2838,Fully Meets,5,18-May-23,Communication Skills,Internal,Completed,4,539.06
2839,Fully Meets,1,07-Aug-22,Customer Service,External,Incomplete,2,837.22
2840,Fully Meets,2,04-Oct-22,Customer Service,Internal,Incomplete,3,360.08
2841,Fully Meets,5,22-Apr-23,Customer Service,Internal,Completed,2,405.48
2842,Fully Meets,1,22-Dec-22,Project Management,Internal,Failed,4,577.78
2843,Fully Meets,1,01-Oct-22,Leadership Development,External,Completed,2,102.16
2845,Fully Meets,4,06-Feb-23,Customer Service,External,Completed,2,764.22
2846,Fully Meets,5,02-Sep-22,Communication Skills,Internal,Incomplete,2,326.54
2848,Exceeds,1,21-Jul-23,Customer Service,Internal,Failed,2,510.12
2849,Fully Meets,5,06-May-23,Technical Skills,Internal,Failed,3,706.23
2850,Exceeds,1,26-Apr-23,Technical Skills,External,Passed,2,634.36
2851,Fully Meets,4,16-Jul-23,Communication Skills,Internal,Failed,2,718.77
2852,Fully Meets,1,23-Jun-23,Communication Skills,Internal,Incomplete,3,820.39
2853,Needs Improvement,5,01-Jan-23,Leadership Development,Internal,Passed,1,835.07
2854,Needs Improvement,2,18-Apr-23,Project Management,External,Incomplete,4,670.82
2855,Needs Improvement,4,05-Sep-22,Technical Skills,External,Passed,1,596.23
2856,Needs Improvement,5,03-Jan-23,Customer Service,Internal,Completed,2,842.67
2857,Fully Meets,2,25-Dec-22,Customer Service,Internal,Completed,3,229.18
2858,Fully Meets,5,10-Nov-22,Project Management,Internal,Failed,3,851.72
2859,Needs Improvement,2,23-Sep-22,Technical Skills,Internal,Completed,1,798.08
2860,Fully Meets,2,13-Sep-22,Leadership Development,External,Passed,3,587.16
2861,Fully Meets,2,07-Nov-22,Project Management,External,Completed,2,828.48
2862,Fully Meets,4,11-Apr-23,Communication Skills,Internal,Incomplete,3,192.39
2863,Needs Improvement,4,08-Dec-22,Customer Service,Internal,Completed,4,422.27
2864,Fully Meets,2,16-Jun-23,Leadership Development,External,Failed,4,242.25
2865,Fully Meets,1,22-Mar-23,Customer Service,External,Passed,4,653.99
2866,Fully Meets,2,11-Apr-23,Project Management,External,Passed,5,792.46
2867,Fully Meets,2,21-Feb-23,Leadership Development,External,Incomplete,4,317.26
2868,Fully Meets,5,17-Jun-23,Leadership Development,External,Failed,5,866.79
2869,Fully Meets,2,04-May-23,Leadership Development,Internal,Completed,2,422.63
2870,Fully Meets,4,24-Feb-23,Project Management,Internal,Passed,5,413.42
2871,Fully Meets,5,16-Oct-22,Communication Skills,External,Incomplete,5,900.02
2872,Fully Meets,2,20-Mar-23,Communication Skills,Internal,Passed,3,573.84
2873,Fully Meets,4,05-Jun-23,Project Management,Internal,Failed,2,801.16
2874,Fully Meets,1,27-Sep-22,Project Management,Internal,Passed,5,107.25
2875,Fully Meets,4,17-Sep-22,Project Management,External,Incomplete,1,892.56
2876,Fully Meets,4,05-Jul-23,Project Management,External,Failed,1,429.89
2877,Fully Meets,2,10-Dec-22,Customer Service,Internal,Failed,4,664.5
2878,Fully Meets,2,01-Dec-22,Project Management,Internal,Incomplete,5,925.8
2879,Fully Meets,2,15-Jun-23,Customer Service,External,Failed,3,118.94
2880,Fully Meets,4,15-Feb-23,Project Management,Internal,Failed,4,932.34
2881,Fully Meets,4,18-May-23,Leadership Development,External,Incomplete,1,624.59
2882,Fully Meets,4,21-Apr-23,Leadership Development,Internal,Failed,4,835.35
2883,Fully Meets,4,11-May-23,Customer Service,External,Completed,4,597.63
2884,Fully Meets,2,01-May-23,Technical Skills,External,Passed,4,974.28
2886,Fully Meets,2,09-Jul-23,Technical Skills,External,Incomplete,4,263.04
2887,Fully Meets,5,15-Apr-23,Communication Skills,Internal,Completed,5,411.52
2890,Fully Meets,2,10-Oct-22,Technical Skills,Internal,Completed,5,838.84
2891,Fully Meets,1,31-Dec-22,Technical Skills,External,Incomplete,4,767.51
2892,Fully Meets,2,10-Aug-22,Technical Skills,External,Passed,5,990.52
2893,Fully Meets,2,05-Jun-23,Leadership Development,Internal,Completed,5,205.24
2894,Fully Meets,4,30-Jun-23,Customer Service,Internal,Completed,5,203.06
2895,Fully Meets,2,15-Nov-22,Project Management,External,Incomplete,4,555.6
2896,Fully Meets,4,01-Jul-23,Technical Skills,Internal,Passed,5,794.92
2897,Fully Meets,4,26-Nov-22,Leadership Development,Internal,Passed,2,926.17
2898,Fully Meets,4,22-Jun-23,Leadership Development,Internal,Completed,1,832.37
2899,Fully Meets,5,26-Mar-23,Leadership Development,Internal,Completed,5,128.8
2900,Exceeds,2,16-Jan-23,Customer Service,External,Passed,4,255.02
2901,Fully Meets,4,13-Jul-23,Leadership Development,Internal,Incomplete,4,674.34
2902,Fully Meets,1,31-Mar-23,Project Management,External,Incomplete,2,778.36
2903,Needs Improvement,5,22-Jun-23,Customer Service,External,Failed,2,906.63
2904,Exceeds,4,06-May-23,Technical Skills,External,Failed,4,986.01
2905,Fully Meets,1,14-Oct-22,Leadership Development,External,Passed,5,846.88
2906,Needs Improvement,5,06-Dec-22,Technical Skills,External,Incomplete,1,998.74
2907,Needs Improvement,4,12-Feb-23,Communication Skills,External,Completed,4,510.69
2908,Exceeds,1,28-Nov-22,Leadership Development,External,Passed,1,100.55
2909,Needs Improvement,1,12-May-23,Technical Skills,Internal,Passed,4,818.39
2910,Exceeds,1,19-Sep-22,Technical Skills,Internal,Incomplete,1,763.78
2911,Exceeds,2,28-Mar-23,Technical Skills,Internal,Passed,1,292.36
2912,Needs Improvement,4,11-Jan-23,Communication Skills,Internal,Completed,2,990.45
2913,Needs Improvement,2,01-Dec-22,Communication Skills,External,Completed,3,989.75
2914,Exceeds,2,15-Oct-22,Communication Skills,Internal,Failed,1,194.13
2915,Exceeds,1,25-Mar-23,Technical Skills,Internal,Incomplete,2,993.79
2916,Needs Improvement,2,09-Oct-22,Technical Skills,Internal,Incomplete,2,932.4
2917,Exceeds,4,15-Oct-22,Customer Service,External,Passed,3,636.37
2918,Exceeds,4,28-Aug-22,Project Management,External,Failed,1,333.03
2919,Needs Improvement,5,23-Apr-23,Technical Skills,Internal,Failed,1,195.63
2920,Exceeds,5,27-Sep-22,Technical Skills,External,Completed,2,140.27
2921,Exceeds,2,11-Jan-23,Customer Service,External,Incomplete,1,465.54
2922,Exceeds,5,19-May-23,Technical Skills,External,Incomplete,1,713.3
2923,Needs Improvement,4,15-Oct-22,Technical Skills,Internal,Failed,4,632.73
2924,Exceeds,5,31-Oct-22,Technical Skills,External,Failed,1,244.84
2925,Exceeds,4,14-Apr-23,Communication Skills,External,Failed,4,689.93
2928,Fully Meets,5,21-Jun-23,Communication Skills,External,Incomplete,2,175.63
2929,Needs Improvement,2,23-Sep-22,Project Management,Internal,Passed,5,120.14
2930,Exceeds,2,23-Feb-23,Technical Skills,External,Failed,5,871.29
2931,Exceeds,2,23-Jul-23,Leadership Development,External,Passed,1,485.84
2932,Fully Meets,4,17-May-23,Communication Skills,External,Completed,2,275.36
2933,Needs Improvement,1,02-Jul-23,Communication Skills,External,Incomplete,3,933.67
2934,Fully Meets,2,14-Mar-23,Technical Skills,Internal,Passed,4,927.08
2935,Fully Meets,5,25-Jul-23,Communication Skills,External,Passed,4,395.52
2936,Needs Improvement,1,23-Dec-22,Leadership Development,Internal,Completed,3,123.26
2937,Needs Improvement,2,25-Jul-23,Leadership Development,Internal,Completed,3,198.45
2938,Needs Improvement,1,18-May-23,Communication Skills,Internal,Passed,2,478.07
2939,Needs Improvement,2,06-Sep-22,Project Management,External,Completed,3,285.5
2940,Needs Improvement,5,14-Jun-23,Communication Skills,External,Passed,2,490.26
2941,Needs Improvement,2,11-Nov-22,Customer Service,Internal,Completed,3,828.68
2942,Needs Improvement,2,20-Feb-23,Technical Skills,External,Incomplete,2,858.29
2943,Needs Improvement,2,04-Apr-23,Communication Skills,External,Completed,3,494.19
2944,Needs Improvement,1,17-Feb-23,Communication Skills,Internal,Passed,4,502.56
2945,Needs Improvement,4,01-Jul-23,Communication Skills,External,Failed,5,826.82
2946,Needs Improvement,2,12-Jul-23,Leadership Development,Internal,Failed,4,655.83
2947,Fully Meets,1,13-Aug-22,Project Management,External,Incomplete,1,543.81
2950,Needs Improvement,4,19-Mar-23,Technical Skills,Internal,Completed,2,331.52
2951,Fully Meets,2,07-Sep-22,Leadership Development,External,Passed,3,973.96
2952,Fully Meets,4,08-May-23,Communication Skills,Internal,Completed,3,149.09
2953,Fully Meets,5,11-Dec-22,Leadership Development,External,Incomplete,4,925.16
2954,Fully Meets,2,23-Oct-22,Project Management,External,Passed,2,833.13
2955,Fully Meets,1,04-Jun-23,Project Management,External,Failed,5,191.49
2956,Fully Meets,2,13-Oct-22,Customer Service,External,Passed,3,474.15
2957,Fully Meets,1,30-Aug-22,Project Management,External,Failed,1,550.42
2958,Fully Meets,4,09-Feb-23,Technical Skills,External,Incomplete,1,681.23
2959,Fully Meets,2,06-Jul-23,Customer Service,Internal,Incomplete,5,657.64
2960,Fully Meets,2,16-Dec-22,Project Management,Internal,Incomplete,4,449.66
2961,Fully Meets,2,19-Jan-23,Leadership Development,External,Passed,5,587.25
2962,Fully Meets,1,28-Aug-22,Customer Service,Internal,Failed,2,198.55
2963,Fully Meets,2,08-Jun-23,Customer Service,External,Completed,5,629.24
2964,Fully Meets,2,14-Oct-22,Communication Skills,Internal,Incomplete,2,614.06
2965,Fully Meets,1,07-Mar-23,Project Management,External,Completed,3,426.26
2966,Fully Meets,4,17-Oct-22,Project Management,Internal,Passed,5,197.73
2967,Fully Meets,4,21-Jul-23,Customer Service,External,Incomplete,3,145.68
2968,Fully Meets,4,20-Nov-22,Customer Service,Internal,Failed,3,764.74
2969,Fully Meets,2,18-Oct-22,Customer Service,Internal,Passed,3,405.4
2970,Fully Meets,5,16-Jan-23,Leadership Development,External,Failed,4,689.49
2971,Fully Meets,1,12-Apr-23,Project Management,Internal,Incomplete,2,141.14
2972,Fully Meets,1,01-Mar-23,Leadership Development,Internal,Passed,1,788.69
2973,Fully Meets,5,13-Jul-23,Technical Skills,Internal,Failed,5,458.81
2974,Fully Meets,5,27-Apr-23,Project Management,Internal,Passed,5,140.91
2975,Fully Meets,4,12-Jul-23,Leadership Development,External,Completed,5,551.76
2977,Fully Meets,2,01-Apr-23,Project Management,Internal,Passed,4,640.05
2978,Fully Meets,4,02-Nov-22,Communication Skills,Internal,Failed,1,470.62
2979,Fully Meets,2,10-Jun-23,Leadership Development,External,Failed,4,257.87
2980,Fully Meets,2,17-Feb-23,Customer Service,External,Passed,4,970.09
2981,Fully Meets,1,25-Jun-23,Communication Skills,External,Completed,2,197.96
2982,Fully Meets,2,31-Oct-22,Project Management,External,Failed,2,166.78
2983,Fully Meets,2,25-Jun-23,Project Management,External,Passed,4,267.6
2984,Fully Meets,5,24-May-23,Project Management,Internal,Incomplete,1,671.21
2985,Fully Meets,1,25-Oct-22,Customer Service,Internal,Failed,4,813.43
2986,Fully Meets,1,20-Feb-23,Communication Skills,Internal,Completed,1,501.89
2987,Fully Meets,4,20-Jan-23,Leadership Development,External,Failed,4,133.4
2988,Fully Meets,1,03-Jan-23,Customer Service,Internal,Failed,4,312.8
2989,Fully Meets,4,24-Nov-22,Communication Skills,External,Failed,3,272.76
2990,Fully Meets,2,14-May-23,Project Management,External,Passed,3,494.03
2991,Exceeds,2,02-Dec-22,Project Management,Internal,Completed,3,722.92
2992,Fully Meets,4,03-Feb-23,Leadership Development,Internal,Passed,1,125.34
2993,Fully Meets,4,03-Nov-22,Communication Skills,Internal,Incomplete,3,559.24
2994,Fully Meets,4,14-Dec-22,Project Management,External,Incomplete,1,936.24
2995,Needs Improvement,4,03-Jul-23,Technical Skills,Internal,Passed,1,440.35
2996,Fully Meets,4,30-Sep-22,Technical Skills,Internal,Passed,2,727.12
2997,Fully Meets,2,16-Feb-23,Communication Skills,External,Completed,4,433.14
2998,Needs Improvement,1,17-Oct-22,Customer Service,External,Failed,1,764.14
2999,Fully Meets,2,14-Jun-23,Customer Service,Internal,Passed,5,800.21
3000,Fully Meets,1,11-May-23,Technical Skills,External,Incomplete,2,172.72
3001,Fully Meets,5,26-Dec-22,Communication Skills,Internal,Passed,5,346.93
3002,Fully Meets,2,05-Feb-23,Leadership Development,Internal,Passed,4,247.81
3003,Fully Meets,5,16-Nov-22,Technical Skills,Internal,Passed,4,144.84
3004,Fully Meets,5,07-Mar-23,Technical Skills,Internal,Incomplete,1,183.63
3005,Fully Meets,2,21-Mar-23,Communication Skills,Internal,Passed,5,997.4
3006,Fully Meets,1,13-May-23,Communication Skills,External,Passed,3,415.18
3007,Fully Meets,2,19-Jul-23,Customer Service,External,Incomplete,5,147.35
3008,Fully Meets,4,15-Mar-23,Leadership Development,Internal,Incomplete,3,967.08
3009,Fully Meets,2,20-Nov-22,Leadership Development,Internal,Incomplete,4,637.86
3013,PIP,1,23-May-23,Leadership Development,Internal,Incomplete,4,776.3
3014,PIP,2,01-Feb-23,Leadership Development,Internal,Completed,3,326.37
3015,PIP,2,18-Nov-22,Customer Service,External,Completed,1,108.95
3016,PIP,4,26-Jan-23,Communication Skills,Internal,Completed,4,550.9
3017,PIP,5,19-Aug-22,Technical Skills,Internal,Incomplete,4,795.89
3018,PIP,2,02-Apr-23,Communication Skills,External,Passed,1,980.49
3019,PIP,2,18-Nov-22,Technical Skills,External,Failed,1,155.46
3020,PIP,2,19-Jun-23,Project Management,External,Completed,2,367.74
3021,PIP,2,04-Aug-23,Customer Service,External,Passed,3,115.55
3022,PIP,1,15-Dec-22,Communication Skills,External,Completed,3,848.52
3023,PIP,2,04-May-23,Project Management,Internal,Passed,5,321.61
3024,Fully Meets,2,21-Dec-22,Technical Skills,External,Passed,4,957.12
3025,Fully Meets,1,27-Aug-22,Communication Skills,External,Incomplete,3,177.63
3026,Fully Meets,2,02-Nov-22,Customer Service,External,Passed,3,864.03
3027,Fully Meets,5,05-Jul-23,Communication Skills,External,Incomplete,4,707.06
3028,Fully Meets,2,20-Oct-22,Communication Skills,Internal,Completed,4,690.29
3029,Fully Meets,4,03-Jul-23,Project Management,External,Incomplete,1,721.83
3030,Fully Meets,1,24-Dec-22,Technical Skills,Internal,Passed,2,287.34
3031,Fully Meets,1,31-Dec-22,Technical Skills,External,Incomplete,2,783.36
3034,Fully Meets,2,25-Nov-22,Leadership Development,Internal,Passed,2,947.76
3035,Fully Meets,1,09-May-23,Customer Service,Internal,Completed,1,498.19
3036,Fully Meets,2,19-Jun-23,Technical Skills,Internal,Failed,3,516.4
3037,Fully Meets,4,01-May-23,Leadership Development,Internal,Failed,5,374.69
3038,Fully Meets,2,17-Aug-22,Customer Service,Internal,Incomplete,5,244.22
3039,Fully Meets,5,05-Jan-23,Leadership Development,Internal,Completed,2,130.81
3040,Fully Meets,5,30-Dec-22,Technical Skills,Internal,Passed,5,321.03
3041,Fully Meets,2,28-Jul-23,Project Management,Internal,Completed,4,354.82
3042,Exceeds,4,03-Feb-23,Technical Skills,Internal,Incomplete,2,513.54
3043,Exceeds,2,21-Feb-23,Customer Service,External,Completed,5,658.12
3044,Exceeds,2,20-Dec-22,Leadership Development,Internal,Passed,2,643.75
3045,Exceeds,2,03-Mar-23,Communication Skills,External,Incomplete,2,290.75
3046,Exceeds,4,14-Jan-23,Communication Skills,Internal,Passed,2,767.56
3047,Exceeds,5,13-Jun-23,Customer Service,External,Passed,1,507.74
3048,Fully Meets,2,08-Jan-23,Customer Service,Internal,Completed,2,919.75
3049,Fully Meets,4,20-Jan-23,Project Management,External,Incomplete,4,510.95
3050,Fully Meets,4,06-Nov-22,Project Management,External,Completed,2,826.19
3051,Fully Meets,5,02-May-23,Leadership Development,External,Incomplete,1,992.48
3052,Fully Meets,5,01-Oct-22,Technical Skills,External,Incomplete,3,824.73
3053,Fully Meets,2,04-Jul-23,Communication Skills,External,Failed,2,588.35
3054,Fully Meets,1,07-Jun-23,Leadership Development,External,Incomplete,5,144.66
3056,Fully Meets,5,20-Jun-23,Communication Skills,External,Passed,1,535.51
3059,Fully Meets,1,10-Jul-23,Communication Skills,External,Completed,1,164.35
3060,Fully Meets,2,30-Aug-22,Customer Service,Internal,Failed,3,165.67
3061,Fully Meets,4,10-Sep-22,Technical Skills,External,Incomplete,5,602.56
3062,Fully Meets,1,26-Jul-23,Leadership Development,Internal,Passed,1,312.91
3063,Fully Meets,5,28-Sep-22,Project Management,External,Failed,3,767.52
3064,Fully Meets,4,31-Jul-23,Project Management,Internal,Incomplete,5,166.35
3065,Fully Meets,4,11-Jun-23,Project Management,Internal,Incomplete,1,997.24
3066,Fully Meets,1,18-Oct-22,Communication Skills,External,Failed,3,258.73
3067,Fully Meets,4,01-Sep-22,Communication Skills,External,Completed,1,483.26
3068,Fully Meets,5,18-Nov-22,Customer Service,External,Completed,3,261.81
3069,Fully Meets,4,10-May-23,Technical Skills,External,Incomplete,1,767.33
3070,Fully Meets,1,05-Dec-22,Communication Skills,External,Failed,5,848.76
3071,Fully Meets,2,30-May-23,Project Management,External,Incomplete,4,647.01
3072,Fully Meets,1,19-Jan-23,Project Management,Internal,Failed,1,230.6
3073,Fully Meets,4,28-Jan-23,Customer Service,Internal,Completed,1,681.4
3074,Fully Meets,1,03-Jul-23,Leadership Development,Internal,Passed,1,356.98
3075,Fully Meets,5,20-Feb-23,Leadership Development,External,Completed,4,602.12
3076,Fully Meets,5,14-Nov-22,Communication Skills,External,Passed,5,547.83
3077,Fully Meets,1,31-Oct-22,Project Management,External,Failed,3,726.88
3078,Fully Meets,1,05-Mar-23,Leadership Development,Internal,Completed,1,548.95
3081,Fully Meets,2,28-Aug-22,Customer Service,Internal,Completed,2,316.38
3082,Fully Meets,1,15-May-23,Project Management,External,Incomplete,4,696.51
3083,Fully Meets,2,08-May-23,Technical Skills,External,Completed,2,413.66
3084,Fully Meets,4,14-Mar-23,Customer Service,External,Completed,5,109.14
3085,Fully Meets,2,23-Feb-23,Technical Skills,External,Failed,2,855.84
3086,Fully Meets,1,27-Jun-23,Communication Skills,Internal,Incomplete,2,288.09
3087,Fully Meets,4,08-Jul-23,Communication Skills,Internal,Passed,2,776.34
3088,Fully Meets,5,25-May-23,Customer Service,External,Incomplete,3,732.88
3089,Fully Meets,4,02-Jan-23,Leadership Development,Internal,Failed,4,788.1
3090,Fully Meets,5,24-Nov-22,Technical Skills,Internal,Incomplete,4,284.29
3091,Fully Meets,5,10-Nov-22,Project Management,External,Completed,5,872.29
3092,Fully Meets,2,07-Oct-22,Leadership Development,Internal,Passed,1,372.99
3093,Fully Meets,2,25-Apr-23,Communication Skills,Internal,Passed,5,229.87
3094,Fully Meets,1,01-Mar-23,Project Management,Internal,Failed,2,544.31
3095,Fully Meets,4,26-Aug-22,Communication Skills,Internal,Failed,4,461.79
3096,Fully Meets,5,29-Apr-23,Technical Skills,Internal,Failed,1,108.99
3097,Fully Meets,4,30-Dec-22,Project Management,Internal,Incomplete,5,166.08
3098,Fully Meets,4,04-Oct-22,Leadership Development,External,Passed,1,801.69
3099,Exceeds,4,31-May-23,Technical Skills,Internal,Passed,4,355.34
3100,Fully Meets,5,16-Jul-23,Technical Skills,External,Incomplete,4,136.94
3101,Fully Meets,2,21-May-23,Technical Skills,Internal,Completed,4,849.63
3104,Fully Meets,2,02-Aug-23,Project Management,Internal,Incomplete,3,852.79
3105,Fully Meets,1,30-Aug-22,Technical Skills,External,Failed,3,805.93
3106,Fully Meets,4,06-May-23,Communication Skills,External,Incomplete,3,957.31
3107,Fully Meets,4,16-May-23,Leadership Development,Internal,Failed,1,855.26
3108,Fully Meets,2,07-Jul-23,Customer Service,External,Completed,1,755.13
3109,PIP,2,12-Jun-23,Customer Service,External,Failed,1,260.84
3110,Fully Meets,2,29-Oct-22,Technical Skills,External,Completed,3,299.97
3111,Fully Meets,1,06-Jun-23,Leadership Development,Internal,Incomplete,1,374.9
3112,Fully Meets,4,23-Sep-22,Technical Skills,Internal,Passed,5,168.79
3113,Fully Meets,4,19-Nov-22,Leadership Development,Internal,Passed,5,236.27
3114,Fully Meets,2,10-Jan-23,Technical Skills,Internal,Passed,5,569.5
3115,Fully Meets,4,02-Jul-23,Technical Skills,Internal,Incomplete,3,386.26
3116,Fully Meets,5,23-Aug-22,Project Management,External,Failed,4,323.12
3117,Fully Meets,2,16-Apr-23,Communication Skills,External,Passed,5,461.57
